"GPS_CODE","GPS variables","LOCATION","Country","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVK","Slovak Republic","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVK","Slovak Republic","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVK","Slovak Republic","2008","2008","PC","Percentage","0","Units",,,0.93,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVK","Slovak Republic","2009","2009","PC","Percentage","0","Units",,,0.95,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVK","Slovak Republic","2010","2010","PC","Percentage","0","Units",,,0.97,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVK","Slovak Republic","2011","2011","PC","Percentage","0","Units",,,1.19,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVK","Slovak Republic","2012","2012","PC","Percentage","0","Units",,,1.38,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","1995","1995","PC","Percentage","0","Units",,,3.15,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2000","2000","PC","Percentage","0","Units",,,14.94,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2005","2005","PC","Percentage","0","Units",,,21.94,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2006","2006","PC","Percentage","0","Units",,,21.23,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2007","2007","PC","Percentage","0","Units",,,20.75,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2008","2008","PC","Percentage","0","Units",,,21.69,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2009","2009","PC","Percentage","0","Units",,,23.38,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2010","2010","PC","Percentage","0","Units",,,25.73,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2011","2011","PC","Percentage","0","Units",,,27.84,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ESP","Spain","2012","2012","PC","Percentage","0","Units",,,31.54,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2000","2000","PC","Percentage","0","Units",,,6.54,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2005","2005","PC","Percentage","0","Units",,,7.19,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2006","2006","PC","Percentage","0","Units",,,9.62,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2007","2007","PC","Percentage","0","Units",,,8.72,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2008","2008","PC","Percentage","0","Units",,,9.88,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2009","2009","PC","Percentage","0","Units",,,11.22,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2010","2010","PC","Percentage","0","Units",,,11.68,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2011","2011","PC","Percentage","0","Units",,,10.79,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SWE","Sweden","2012","2012","PC","Percentage","0","Units",,,10.41,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","1995","1995","PC","Percentage","0","Units",,,28.62,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2000","2000","PC","Percentage","0","Units",,,13.83,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2005","2005","PC","Percentage","0","Units",,,16.15,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2006","2006","PC","Percentage","0","Units",,,15,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2007","2007","PC","Percentage","0","Units",,,16.26,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2008","2008","PC","Percentage","0","Units",,,19.23,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2009","2009","PC","Percentage","0","Units",,,20.78,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2010","2010","PC","Percentage","0","Units",,,23.27,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,21.96,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,23.13,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","1995","1995","PC","Percentage","0","Units",,,9.27,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2000","2000","PC","Percentage","0","Units",,,9.04,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2005","2005","PC","Percentage","0","Units",,,18.77,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2006","2006","PC","Percentage","0","Units",,,20.74,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2007","2007","PC","Percentage","0","Units",,,20.78,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2008","2008","PC","Percentage","0","Units",,,22.61,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2009","2009","PC","Percentage","0","Units",,,29.77,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2010","2010","PC","Percentage","0","Units",,,27.52,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2011","2011","PC","Percentage","0","Units",,,27.47,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","TUR","Turkey","2012","2012","PC","Percentage","0","Units",,,30.27,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2000","2000","PC","Percentage","0","Units",,,28.81,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2005","2005","PC","Percentage","0","Units",,,27.75,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2006","2006","PC","Percentage","0","Units",,,28.79,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2007","2007","PC","Percentage","0","Units",,,29.92,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2008","2008","PC","Percentage","0","Units",,,30.26,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2009","2009","PC","Percentage","0","Units",,,30.65,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2010","2010","PC","Percentage","0","Units",,,26.24,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2011","2011","PC","Percentage","0","Units",,,23.29,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","GBR","United Kingdom","2012","2012","PC","Percentage","0","Units",,,19.74,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2008","2008","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2009","2009","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2010","2010","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2011","2011","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","USA","United States","2012","2012","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2008","2008","PC","Percentage","0","Units",,,43.73,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2009","2009","PC","Percentage","0","Units",,,46.39,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2010","2010","PC","Percentage","0","Units",,,52.42,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2011","2011","PC","Percentage","0","Units",,,52.42,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ARG","Argentina","2012","2012","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2008","2008","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2009","2009","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2010","2010","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2011","2011","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","BRA","Brazil","2012","2012","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2005","2005","PC","Percentage","0","Units",,,35.42,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2006","2006","PC","Percentage","0","Units",,,33.21,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2007","2007","PC","Percentage","0","Units",,,48.59,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2008","2008","PC","Percentage","0","Units",,,48.68,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2009","2009","PC","Percentage","0","Units",,,59.35,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2010","2010","PC","Percentage","0","Units",,,58.35,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2011","2011","PC","Percentage","0","Units",,,59.49,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHL","Chile","2012","2012","PC","Percentage","0","Units",,,58.36,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2008","2008","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2009","2009","PC","Percentage","0","Units",,,19.41,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2010","2010","PC","Percentage","0","Units",,,18.7,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2011","2011","PC","Percentage","0","Units",,,19.35,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","CHN","China (People's Republic of)","2012","2012","PC","Percentage","0","Units",,,19.1,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2008","2008","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2009","2009","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2010","2010","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2011","2011","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","COL","Colombia","2012","2012","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2005","2005","PC","Percentage","0","Units",,,33.45,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2006","2006","PC","Percentage","0","Units",,,32.34,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2007","2007","PC","Percentage","0","Units",,,31.79,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2008","2008","PC","Percentage","0","Units",,,30.87,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2009","2009","PC","Percentage","0","Units",,,29.86,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2010","2010","PC","Percentage","0","Units",,,28.7,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2011","2011","PC","Percentage","0","Units",,,28.18,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","EST","Estonia","2012","2012","PC","Percentage","0","Units",,,27.36,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2008","2008","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2009","2009","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2010","2010","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2011","2011","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IND","India","2012","2012","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2008","2008","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2009","2009","PC","Percentage","0","Units",,,4.57,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2010","2010","PC","Percentage","0","Units",,,4.65,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2011","2011","PC","Percentage","0","Units",,,3.7,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","IDN","Indonesia","2012","2012","PC","Percentage","0","Units",,,3.57,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2000","2000","PC","Percentage","0","Units",,,30.72,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2005","2005","PC","Percentage","0","Units",,,25.08,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2006","2006","PC","Percentage","0","Units",,,26.12,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2007","2007","PC","Percentage","0","Units",,,27.86,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2008","2008","PC","Percentage","0","Units",,,25.64,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2009","2009","PC","Percentage","0","Units",,,26.9,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2010","2010","PC","Percentage","0","Units",,,28.61,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2011","2011","PC","Percentage","0","Units",,,27.16,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","ISR","Israel","2012","2012","PC","Percentage","0","Units",,,33.27,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2005","2005","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2006","2006","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2007","2007","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2008","2008","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2009","2009","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2010","2010","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2011","2011","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","LVA","Latvia","2012","2012","PC","Percentage","0","Units",,,25.25,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2005","2005","PC","Percentage","0","Units",,,32.7,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2006","2006","PC","Percentage","0","Units",,,31.6,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2007","2007","PC","Percentage","0","Units",,,30.5,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2008","2008","PC","Percentage","0","Units",,,29.7,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2009","2009","PC","Percentage","0","Units",,,26.5,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2010","2010","PC","Percentage","0","Units",,,28.83,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2011","2011","PC","Percentage","0","Units",,,24.8,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","RUS","Russia","2012","2012","PC","Percentage","0","Units",,,34,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","1995","1995","PC","Percentage","0","Units",,,4.16,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2000","2000","PC","Percentage","0","Units",,,5.61,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2005","2005","PC","Percentage","0","Units",,,10.26,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2006","2006","PC","Percentage","0","Units",,,10.86,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2007","2007","PC","Percentage","0","Units",,,11.41,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2008","2008","PC","Percentage","0","Units",,,12.49,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2009","2009","PC","Percentage","0","Units",,,14.61,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2010","2010","PC","Percentage","0","Units",,,11.14,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2011","2011","PC","Percentage","0","Units",,,10,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SAU","Saudi Arabia","2012","2012","PC","Percentage","0","Units",,,11,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVN","Slovenia","1995","1995","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVN","Slovenia","2000","2000","PC","Percentage","0","Units",,,,"m","Missing value"
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVN","Slovenia","2005","2005","PC","Percentage","0","Units",,,48.7,,
"C012","Youth expected to enter tertiary-type B (vocational) programmes during their lifetimes","SVN","Slovenia","2006","2006","PC","Percentage","0","Units",,,42.85,,
